000001JOSE DA SILVA                 10000000099
000003MARCOS FERREIRA               30000000099
000005PEDRO RODRIGUES               50000000099
000007CARLOS OLIVEIRA               70000000099
000009LUCAS FONSECA                 90000000099
000011JOANA RODRIGUES               12000000099
000013FERNANDA ALVES                14000000099
000015JULIA FERREIRA                16000000099
000017FERNANDO RODRIGUES            18000000099
000019GABRIELA SOUZA                11100000099
000021LUIZA COSTA                   11300000099
000022PAULO GOMES                   11400000099
000024ISABELA FERREIRA              11600000099
000026VITORIA SILVA                 11800000099
000028ANA BEATRIZ ALVES             12000000099
000030CAROLINA RODRIGUES            17540000099
000031MARIA APARECIDA               74380732987
000033JOAO DA SILVA                 21473135042
000035CARLOS EDUARDO                44620402311
000037LUCAS SANTOS                  16633219731
000039PEDRO FERREIRA                59601355347
000041LUIZA GOMES                   54814180463
000043MARIA CLARA                   96283755590
000045GABRIEL SOUSA                 40126652231
000047FERNANDO COSTA                29028566790
000049JOSE GONCALVES                42505849787
000051LUIZ FERNANDO                 47890017350
000053GUSTAVO RIBEIRO               68707625260
000055FERNANDA SANTOS               89093812960
000057LUCIA MARIA                   77588584643
000059ANA CAROLINA                  71075790114
000061PEDRO DA SILVA                57971853645
000063GABRIELA OLIVEIRA             89681218673
000065LUCAS RODRIGUES               94053976361
000067RAFAELA SILVA                 37451358329
000069CARLOS ALVES                  63144936350
000071JULIA SANTANA                 16755737703
000073ANA CAROLINA SOUSA            97083405259
000075LUCAS OLIVEIRA                66689458260
000077MARCOS RODRIGUES              25906879435
000079CARLA SOUZA                   54795581222
000081FERNANDA ALVES                49997878467
000083GABRIELA FERREIRA             13592397921
000085MARCOS AURELIO                89375408168
000087PEDRO FERNANDES               19845208264
000089LUIZ FERNANDO                 79493684141
000091GUSTAVO RIBEIRO               73829976966
000093LUCAS OLIVEIRA                16544724839
000095PEDRO ALVES                   32839402628
000097LUCAS PEREIRA                 39996268262
000099CARLOS RODRIGUES              42535863799
000101JULIA SANTOS                  17342486404
000103ANA CAROLINA OLIVEIRA         26161302095
000104MARIA SOUSA                   45051805991
000106RAFAEL FERREIRA               61123395628
000108LUCAS OLIVEIRA                22223205104
000110CARLA SOUZA                   73966378612
000112FERNANDA ALVES                68956861407
000114LUCAS PEREIRA                 64374814956
000116MARCOS RODRIGUES              37507617834
000118PEDRO FERREIRA                70076493605
000120RAFAELA RODRIGUES             80992684016
000122MARCOS PEREIRA                86569892437
000124LUIZ FERNANDO                 46226447275
000126CARLOS SOUSA                  67026894012
000128PEDRO OLIVEIRA                90773546795
000130LUCAS RIBEIRO                 18017134300
000132JULIA PEREIRA                 74518688934
000134ANA BEATRIZ OLIVEIRA          54835763260
000136LUCAS ARAUJO                  89278549111
000138FERNANDA FERREIRA             18292447197
000140PEDRO RODRIGUES               45008906454
000142LUCAS ALVES                   18375612675
000144MARCOS FERNANDES              53017021945
000146RAFAEL PEREIRA                88097893416
000148CARLA SOUZA                   72190262128
